,pk_cid,recency,ingesta,frequency,monetary_value,r_quartile,f_quartile,m_quartile,i_quartile,RFMScore,region_code,salary,age,gender,unidades_vendidas_total,em_acount,debit_card
9589,852176,357,304,11,280,4,1,1,2,411,28.0,151079,47,1,1.0,0.0,0.0
7775,1396559,382,365,13,430,4,1,1,1,411,43.0,65528,40,1,1.0,1.0,0.0
2039,1381683,472,426,15,990,4,1,1,1,411,17.0,90423,65,1,2.0,1.0,1.0
6518,1412058,310,304,11,550,4,1,1,2,411,28.0,113652,55,1,3.0,0.0,0.0
11471,1402127,344,334,12,190,4,1,1,1,411,1.0,113652,37,1,1.0,0.0,0.0
6909,1387485,442,395,14,520,4,1,1,1,411,28.0,113348,4,2,1.0,0.0,0.0
3771,1394514,395,365,13,770,4,1,1,1,411,28.0,64513,45,2,2.0,1.0,1.0
4762,1402915,339,334,12,680,4,1,1,1,411,39.0,60509,30,2,3.0,0.0,0.0
7681,46374,319,304,11,440,4,1,1,2,411,28.0,52852,81,1,1.0,0.0,0.0
2119,1407270,316,304,11,980,4,1,1,2,411,28.0,132086,39,2,4.0,0.0,1.0
11393,1382690,466,454,16,190,4,1,1,1,411,28.0,110050,38,2,0.0,0.0,0.0
8159,631007,345,304,11,390,4,1,1,2,411,28.0,166307,46,1,1.0,1.0,0.0
6412,1409426,311,304,11,560,4,1,1,2,411,33.0,113652,57,2,3.0,1.0,0.0
8316,1396719,381,365,13,370,4,1,1,1,411,33.0,45560,59,2,1.0,1.0,0.0
6955,1383090,465,454,16,510,4,1,1,1,411,28.0,103158,41,1,1.0,1.0,0.0
5635,1398930,367,365,13,610,4,1,1,1,411,50.0,76426,40,2,2.0,1.0,0.0
1941,1379502,480,454,16,1000,4,1,1,1,411,19.0,84316,59,2,2.0,1.0,1.0
4397,823955,304,304,11,710,4,1,1,2,411,13.0,25074,45,2,2.0,1.0,1.0
1720,1382080,471,454,16,1050,4,1,1,1,411,21.0,54609,28,1,2.0,1.0,1.0
1864,1382695,466,454,16,1000,4,1,1,1,411,50.0,101951,39,1,2.0,1.0,1.0
6913,1403237,337,304,11,520,4,1,1,2,411,28.0,113652,49,2,1.0,0.0,0.0
7944,1404587,327,304,11,410,4,1,1,2,411,33.0,86863,46,1,1.0,1.0,0.0
5814,1384657,457,454,16,600,4,1,1,1,411,27.0,113652,29,1,1.0,0.0,0.0
8651,1401465,350,334,12,340,4,1,1,1,411,28.0,97494,54,2,0.0,0.0,0.0
7538,1380736,476,454,16,460,4,1,1,1,411,46.0,124372,63,1,1.0,1.0,0.0
10558,1386826,444,426,15,230,4,1,1,1,411,28.0,278884,38,1,1.0,0.0,0.0
2910,1385156,455,395,14,860,4,1,1,1,411,28.0,90964,32,2,2.0,1.0,1.0
3914,1401219,351,334,12,760,4,1,1,1,411,6.0,116430,31,1,3.0,1.0,0.0
11497,1379380,480,334,12,180,4,1,1,1,411,28.0,194236,25,1,1.0,1.0,0.0
3680,1249986,472,454,16,780,4,1,1,1,411,28.0,147713,31,2,1.0,0.0,0.0
9886,1381820,472,454,16,260,4,1,1,1,411,10.0,67405,38,2,2.0,1.0,0.0
5180,1402023,345,334,12,650,4,1,1,1,411,3.0,107427,35,2,3.0,0.0,0.0
6897,1243391,411,395,14,520,4,1,1,1,411,28.0,113652,42,1,1.0,0.0,0.0
9544,1380221,478,454,16,280,4,1,1,1,411,28.0,140471,43,1,1.0,1.0,0.0
3889,1384647,457,454,16,760,4,1,1,1,411,39.0,113652,58,1,2.0,1.0,0.0
1139,1403329,336,304,11,1160,4,1,1,2,411,28.0,92394,50,2,4.0,0.0,1.0
2124,1385715,451,426,15,980,4,1,1,1,411,24.0,139083,29,2,2.0,1.0,0.0
4574,1405575,323,304,11,700,4,1,1,2,411,4.0,113652,39,2,3.0,0.0,0.0
8278,1388328,436,426,15,380,4,1,1,1,411,30.0,13320,24,1,1.0,1.0,0.0
8034,1383966,459,454,16,410,4,1,1,1,411,46.0,44283,57,2,1.0,1.0,0.0
9965,1389684,428,395,14,260,4,1,1,1,411,3.0,109119,36,1,1.0,1.0,0.0
107,1374284,508,485,17,1950,4,1,1,1,411,45.0,55707,43,2,4.0,1.0,1.0
7865,1406521,317,304,11,420,4,1,1,2,411,3.0,50495,69,1,2.0,1.0,0.0
4600,1391821,410,395,14,700,4,1,1,1,411,28.0,141956,25,1,2.0,1.0,0.0
9744,1375509,501,485,17,270,4,1,1,1,411,35.0,73099,38,2,1.0,0.0,0.0
8452,1374505,506,426,15,360,4,1,1,1,411,8.0,113652,54,2,1.0,1.0,0.0
6498,160914,316,304,11,550,4,1,1,2,411,28.0,166184,77,1,2.0,1.0,0.0
10689,1393188,403,395,14,230,4,1,1,1,411,28.0,293564,81,1,1.0,0.0,0.0
1039,1380967,476,454,16,1190,4,1,1,1,411,2.0,38240,30,2,3.0,0.0,0.5
217,1388674,434,426,15,1740,4,1,1,1,411,47.0,199009,53,2,5.0,0.0,1.0
7466,1381961,471,454,16,460,4,1,1,1,411,35.0,113652,20,1,1.0,1.0,0.0
10670,1419176,304,304,11,230,4,1,1,2,411,50.0,113652,20,1,1.0,1.0,0.0
7995,1374514,506,485,17,410,4,1,1,1,411,14.0,113652,35,2,1.0,1.0,0.0
4537,1408495,312,304,11,710,4,1,1,2,411,3.0,113980,39,2,2.0,1.0,1.0
4551,1405090,324,304,11,710,4,1,1,2,411,47.0,92946,48,2,3.0,1.0,0.0
510,1385849,451,426,15,1460,4,1,1,1,411,39.0,93986,40,2,4.0,0.0,1.0
1953,1384347,458,454,16,1000,4,1,1,1,411,41.0,50799,35,2,2.0,1.0,1.0
8187,1377121,493,454,16,390,4,1,1,1,411,17.0,83587,48,2,1.0,1.0,0.0
1430,1379298,483,454,16,1090,4,1,1,1,411,50.0,63455,36,1,2.0,1.0,1.0
573,1389493,429,395,14,1420,4,1,1,1,411,45.0,55338,66,2,4.0,0.0,1.0
2709,1399726,361,334,12,890,4,1,1,1,411,28.0,40848,52,2,1.5,0.0,0.5
39,1379239,483,454,16,2320,4,1,1,1,411,28.0,105121,27,2,5.0,0.0,1.0
6438,1398642,368,365,13,550,4,1,1,1,411,17.0,92374,64,1,2.0,1.0,1.0
9314,1378705,485,454,16,290,4,1,1,1,411,28.0,204666,54,1,2.0,1.0,0.0
3963,1385871,451,426,15,750,4,1,1,1,411,18.0,54045,44,2,2.0,1.0,1.0
1747,1387547,441,426,15,1040,4,1,1,1,411,16.0,113652,44,2,2.0,0.0,1.0
7932,1403587,333,334,12,410,4,1,1,1,411,28.0,239195,50,1,2.0,0.0,0.0
5125,1404948,325,304,11,650,4,1,1,2,411,28.0,126561,41,1,2.0,1.0,1.0
7523,1382124,471,454,16,460,4,1,1,1,411,15.0,88987,32,2,1.0,1.0,0.0
2351,1414939,308,304,11,930,4,1,1,2,411,46.0,163382,46,2,4.0,0.0,1.0
6730,1419103,304,304,11,530,4,1,1,2,411,2.0,113652,20,1,2.0,1.0,1.0
7826,1405812,320,304,11,430,4,1,1,2,411,29.0,91814,68,1,2.0,1.0,0.0
6244,1401982,345,334,12,570,4,1,1,1,411,46.0,47550,51,1,3.0,0.0,0.0
8845,1392182,409,395,14,320,4,1,1,1,411,3.0,27284,37,2,1.0,1.0,0.0
4740,1378482,486,485,17,690,4,1,1,1,411,28.0,80956,20,2,3.0,0.0,0.0
346,1380299,478,454,16,1600,4,1,1,1,411,18.0,107378,33,2,4.0,0.0,1.0
9844,1421138,303,304,11,260,4,1,1,2,411,28.0,125081,44,2,1.0,1.0,0.0
2034,1385440,452,426,15,990,4,1,1,1,411,28.0,83997,28,1,2.0,1.0,1.0
8639,1420798,303,304,11,340,4,1,1,2,411,51.0,1684059,59,2,1.0,1.0,0.0
8236,1394240,396,395,14,380,4,1,1,1,411,38.0,48418,64,1,1.0,1.0,0.0
2447,1401703,347,334,12,920,4,1,1,1,411,28.0,433252,90,1,3.0,0.0,1.0
9260,1378615,486,485,17,290,4,1,1,1,411,28.0,176352,64,2,1.0,1.0,0.0
2210,1391607,413,395,14,960,4,1,1,1,411,39.0,80367,33,2,2.0,0.0,0.0
3079,1396502,382,365,13,850,4,1,1,1,411,28.0,94562,35,2,2.0,1.0,1.0
3288,1376402,498,485,17,810,4,1,1,1,411,28.0,125199,41,1,2.0,1.0,0.0
11238,1391481,414,395,14,200,4,1,1,1,411,23.0,113652,31,2,1.0,1.0,0.0
8171,1385709,451,426,15,390,4,1,1,1,411,23.0,34161,30,2,1.0,1.0,0.0
10477,1380865,476,454,16,230,4,1,1,1,411,50.0,191387,38,1,0.0,0.0,0.0
1453,1379308,483,454,16,1090,4,1,1,1,411,41.0,118970,32,1,2.0,0.0,1.0
7444,1397646,375,365,13,470,4,1,1,1,411,28.0,36077,42,2,1.0,1.0,0.0
8598,1384182,459,454,16,340,4,1,1,1,411,18.0,113652,64,2,2.0,1.0,0.0
4934,1401295,351,334,12,670,4,1,1,1,411,10.0,34664,39,1,3.0,0.0,0.0
7884,1397938,373,334,12,420,4,1,1,1,411,28.0,220649,75,1,1.0,1.0,0.0
2688,1377780,491,485,17,890,4,1,1,1,411,50.0,273773,51,2,2.0,1.0,1.0
7456,1399206,366,304,11,460,4,1,1,2,411,47.0,66143,33,2,1.0,0.0,1.0
4365,1404716,326,304,11,710,4,1,1,2,411,8.0,55740,43,2,2.0,1.0,1.0
177,1382618,466,454,16,1780,4,1,1,1,411,28.0,137170,52,2,3.0,1.0,1.0
3585,1397433,375,334,12,780,4,1,1,1,411,30.0,53785,34,2,2.0,1.0,1.0
8240,1389796,427,395,14,380,4,1,1,1,411,35.0,113652,37,2,1.0,1.0,0.0
3649,1402540,340,334,12,780,4,1,1,1,411,28.0,186249,21,2,2.0,1.0,1.0
8525,1405361,323,304,11,350,4,1,1,2,411,46.0,33743,28,2,1.0,1.0,0.0
8064,1391510,414,395,14,400,4,1,1,1,411,47.0,186288,54,1,1.0,0.0,0.0
3487,1398309,372,365,13,790,4,1,1,1,411,8.0,122216,36,2,2.0,1.0,1.0
3621,1400949,353,334,12,780,4,1,1,1,411,33.0,95499,37,2,2.0,1.0,1.0
7716,1392424,408,395,14,440,4,1,1,1,411,2.0,113652,28,1,1.0,1.0,0.0
457,1386946,444,426,15,1510,4,1,1,1,411,8.0,113652,42,2,4.0,0.0,1.0
10069,1398220,372,365,13,250,4,1,1,1,411,3.0,48783,21,1,1.0,1.0,0.0
9754,1386654,445,426,15,270,4,1,1,1,411,28.0,117579,52,2,1.0,1.0,0.0
10939,1401118,352,334,12,210,4,1,1,1,411,28.0,18428,32,2,1.0,1.0,0.0
9840,1388891,431,426,15,260,4,1,1,1,411,28.0,51778,52,2,2.0,1.0,0.0
6380,1403040,338,334,12,560,4,1,1,1,411,8.0,94567,59,2,2.0,1.0,0.0
6750,1409212,312,304,11,530,4,1,1,2,411,23.0,101454,32,2,2.0,1.0,1.0
4629,1421215,303,304,11,700,4,1,1,2,411,28.0,271586,38,1,2.0,1.0,1.0
5613,1390878,417,395,14,620,4,1,1,1,411,8.0,41260,29,2,2.0,1.0,1.0
3297,1386356,448,426,15,810,4,1,1,1,411,28.0,122884,49,2,2.0,1.0,1.0
9396,1381932,471,454,16,280,4,1,1,1,411,36.0,100894,47,1,1.0,1.0,0.0
6338,1237874,374,334,12,560,4,1,1,1,411,28.0,113652,46,2,2.0,1.0,0.0
4094,1374341,508,485,15,740,4,1,1,1,411,28.0,118969,28,2,2.0,1.0,1.0
8916,1398278,372,365,13,310,4,1,1,1,411,35.0,73344,40,2,1.0,1.0,0.0
9418,1379510,480,454,16,280,4,1,1,1,411,28.0,118293,41,2,1.0,1.0,0.0
1491,1382241,470,454,16,1070,4,1,1,1,411,3.0,113652,28,2,2.0,0.0,1.0
2614,1393371,402,395,14,900,4,1,1,1,411,26.0,113652,47,1,3.0,1.0,1.0
11679,1387714,438,334,12,180,4,1,1,1,411,29.0,82513,28,1,1.0,1.0,0.0
5046,1394898,393,365,13,660,4,1,1,1,411,14.0,140897,32,1,3.0,1.0,0.0
10877,1377551,492,485,17,220,4,1,1,1,411,10.0,48967,32,1,1.0,1.0,0.0
7148,1397649,375,365,13,490,4,1,1,1,411,28.0,212803,42,2,1.0,0.0,0.0
303,1378260,487,454,16,1640,4,1,1,1,411,21.0,113652,28,2,4.0,0.0,1.0
9954,1406381,318,304,11,260,4,1,1,2,411,1.0,113652,38,1,2.0,1.0,0.0
9115,1407455,315,304,11,300,4,1,1,2,411,28.0,217468,42,2,2.0,1.0,0.0
8083,1420516,303,304,11,400,4,1,1,2,411,23.0,50210,27,2,3.0,0.0,0.0
11147,1390067,424,395,14,200,4,1,1,1,411,50.0,58326,33,1,1.0,1.0,0.0
11865,1414322,308,304,11,170,4,1,1,2,411,50.0,106595,20,2,1.0,1.0,0.0
210,1393215,402,395,14,1740,4,1,1,1,411,28.0,84851,30,2,5.0,0.0,1.0
1839,1393584,401,395,14,1010,4,1,1,1,411,3.0,86953,68,2,2.0,0.0,1.0
5459,1391710,413,395,14,630,4,1,1,1,411,46.0,140254,33,2,2.0,1.0,0.0
651,1389171,430,426,15,1380,4,1,1,1,411,2.0,98609,36,2,4.0,0.0,1.0
3755,1374927,505,485,17,770,4,1,1,1,411,28.0,74286,39,1,2.0,1.0,1.0
9747,1390537,421,365,13,270,4,1,1,1,411,45.0,87829,58,2,1.0,1.0,0.0
10060,274360,484,454,16,250,4,1,1,1,411,23.0,36627,79,2,1.0,0.0,0.0
5863,1400824,354,334,12,600,4,1,1,1,411,35.0,92145,55,1,2.0,1.0,0.0
2108,1401767,346,334,12,980,4,1,1,1,411,28.0,148935,30,2,4.0,1.0,1.0
850,1406033,319,304,11,1270,4,1,1,2,411,43.0,75965,33,2,3.0,1.0,1.0
10669,1419903,304,304,11,230,4,1,1,2,411,28.0,239187,71,2,1.0,1.0,0.0
5061,1405680,315,304,11,660,4,1,1,2,411,3.0,40476,39,1,2.0,1.0,1.0
11028,1390323,423,395,14,210,4,1,1,1,411,8.0,156201,47,1,1.0,0.0,0.0
4541,1379284,483,454,16,710,4,1,1,1,411,8.0,52395,30,2,3.0,0.0,0.0
7018,1410868,311,304,11,510,4,1,1,2,411,11.0,130829,39,1,2.0,1.0,1.0
11891,1405632,322,304,11,170,4,1,1,2,411,41.0,114676,37,1,1.0,1.0,0.0
1351,1374334,508,485,17,1120,4,1,1,1,411,3.0,74655,44,2,2.0,1.0,1.0
9089,1415252,307,304,11,300,4,1,1,2,411,8.0,257482,43,2,2.0,1.0,0.0
10244,1386259,449,426,15,250,4,1,1,1,411,28.0,47665,34,2,1.0,1.0,0.0
5042,1392363,408,395,14,660,4,1,1,1,411,28.0,153075,57,2,2.0,1.0,0.0
3263,1382025,471,454,16,820,4,1,1,1,411,28.0,139500,46,2,2.0,1.0,1.0
1413,1393295,402,395,14,1100,4,1,1,1,411,48.0,113652,48,2,3.0,1.0,1.0
3126,1374907,505,485,17,840,4,1,1,1,411,43.0,135447,36,2,2.0,1.0,0.0
8309,1391288,415,395,14,370,4,1,1,1,411,46.0,113652,46,2,1.0,1.0,0.0
398,1378424,486,485,17,1540,4,1,1,1,411,28.0,113652,39,2,2.0,1.0,1.0
5709,1397932,373,365,13,610,4,1,1,1,411,28.0,78252,51,2,2.0,1.0,0.0
4308,1380911,476,454,16,720,4,1,1,1,411,16.0,138685,43,2,2.0,1.0,0.0
321,1392118,409,395,14,1620,4,1,1,1,411,46.0,34042,45,2,5.0,1.0,1.0
4415,1377015,494,485,17,710,4,1,1,1,411,14.0,74686,31,2,2.0,1.0,1.0
1766,1406702,316,304,11,1030,4,1,1,2,411,20.0,113652,41,1,3.0,1.0,1.0
4111,1381131,473,454,16,730,4,1,1,1,411,18.0,115137,53,1,3.0,1.0,0.0
4963,1405522,323,304,11,670,4,1,1,2,411,35.0,86229,37,2,3.0,0.0,0.0
6632,1401392,350,304,11,530,4,1,1,2,411,28.0,73809,45,1,2.0,1.0,1.0
10732,1382876,466,454,16,220,4,1,1,1,411,8.0,78995,42,2,1.0,1.0,0.0
11548,1381485,473,454,16,180,4,1,1,1,411,28.0,545914,61,2,1.0,1.0,0.0
6333,1390889,395,395,14,560,4,1,1,1,411,27.0,111889,40,2,1.0,0.0,0.0
7808,1379688,480,454,16,430,4,1,1,1,411,47.0,146372,39,2,1.0,1.0,0.0
5425,1417192,306,304,11,640,4,1,1,2,411,10.0,61516,32,2,2.0,1.0,1.0
7305,1369353,346,334,12,480,4,1,1,1,411,28.0,93516,38,2,1.0,0.0,0.0
3873,1398698,368,365,13,760,4,1,1,1,411,28.0,76073,33,2,1.0,1.0,0.0
10497,1404870,325,304,11,230,4,1,1,2,411,47.0,76566,55,2,1.0,1.0,0.0
749,1384899,456,426,15,1320,4,1,1,1,411,36.0,161472,44,1,4.0,1.0,1.0
2214,1393219,402,395,14,960,4,1,1,1,411,6.0,129424,32,2,2.0,1.0,1.0
11222,1411311,310,304,11,200,4,1,1,2,411,1.0,113652,40,2,1.0,1.0,0.0
9359,1379814,479,454,16,280,4,1,1,1,411,39.0,87789,48,1,1.0,1.0,0.0
2144,1395961,386,365,13,980,4,1,1,1,411,28.0,121698,45,1,3.0,1.0,1.0
5888,1398061,373,334,12,600,4,1,1,1,411,8.0,106569,62,1,2.0,1.0,0.0
3852,1400738,354,334,12,760,4,1,1,1,411,7.0,72835,31,1,2.0,0.5,1.0
7637,1381757,472,454,16,450,4,1,1,1,411,28.0,124124,28,1,1.0,1.0,0.0
8134,1387180,443,426,15,390,4,1,1,1,411,45.0,36225,32,1,1.0,1.0,0.0
473,1395164,389,365,13,1490,4,1,1,1,411,18.0,49889,72,1,3.0,0.0,1.0
1934,1380067,479,426,13,1000,4,1,1,1,411,28.0,113652,36,1,2.0,0.0,1.0
7067,1389882,427,395,14,500,4,1,1,1,411,15.0,47205,42,1,2.0,1.0,0.0
4706,1386134,449,426,15,690,4,1,1,1,411,11.0,113652,28,2,2.0,1.0,1.0
4929,1377464,492,485,17,670,4,1,1,1,411,50.0,81673,26,1,1.0,1.0,1.0
5688,1403182,337,334,12,610,4,1,1,1,411,28.0,198458,26,1,1.0,1.0,1.0
4860,1385312,452,426,15,680,4,1,1,1,411,28.0,200201,25,1,2.0,0.0,0.0
11516,1397940,373,334,12,180,4,1,1,1,411,6.0,398870,72,1,1.5,1.0,0.0
6145,1377409,492,454,16,580,4,1,1,1,411,11.0,97841,36,2,1.0,0.0,0.0
4100,1389545,429,426,15,740,4,1,1,1,411,38.0,52231,39,1,3.0,1.0,0.0
2901,1388605,434,395,14,860,4,1,1,1,411,14.0,48862,20,1,2.0,1.0,1.0
7271,522331,360,334,12,480,4,1,1,1,411,28.0,85792,53,2,1.0,0.0,0.0
10452,1407861,315,304,11,240,4,1,1,2,411,50.0,105431,37,1,1.0,0.0,0.0
10442,1390134,424,395,14,240,4,1,1,1,411,28.0,89521,33,2,0.5,0.0,0.0
970,1378152,487,454,16,1210,4,1,1,1,411,41.0,79654,21,2,3.5,0.0,1.0
251,1379175,483,454,16,1690,4,1,1,1,411,3.0,26147,32,2,4.0,0.0,1.0
5771,1397124,379,365,13,610,4,1,1,1,411,28.0,130121,49,2,2.0,1.0,0.0
7438,1406245,318,304,11,470,4,1,1,2,411,28.0,431561,32,2,2.0,1.0,1.0
2036,1385502,452,426,15,990,4,1,1,1,411,24.0,102404,29,2,2.0,1.0,1.0
8111,1414295,308,304,11,400,4,1,1,2,411,20.0,113652,52,1,1.0,1.0,0.0
1978,1387898,438,426,15,990,4,1,1,1,411,28.0,112976,53,2,2.0,1.0,1.0
11364,1393292,402,395,14,190,4,1,1,1,411,28.0,215252,20,1,1.0,1.0,0.0
7349,1378124,487,485,17,470,4,1,1,1,411,28.0,58259,34,1,1.0,1.0,0.0
932,1395132,389,365,13,1230,4,1,1,1,411,45.0,113652,42,1,5.0,0.0,0.0
1825,1376676,497,485,17,1010,4,1,1,1,411,8.0,247015,49,1,2.0,1.0,0.0
4950,1341094,389,365,13,670,4,1,1,1,411,41.0,83898,67,1,2.0,1.0,1.0
2615,1377945,490,485,17,900,4,1,1,1,411,28.0,101866,82,1,2.0,1.0,0.0
10759,1376443,498,454,16,220,4,1,1,1,411,33.0,113652,28,1,1.0,1.0,0.0
8328,1398171,372,365,13,370,4,1,1,1,411,46.0,60377,41,1,1.0,1.0,0.0
4385,1406663,316,304,11,710,4,1,1,2,411,46.0,64836,47,2,2.0,1.0,1.0
9304,1404027,331,304,11,290,4,1,1,2,411,28.0,92652,31,2,1.0,1.0,0.0
1277,1376386,498,485,17,1130,4,1,1,1,411,22.0,113652,27,2,2.0,1.0,1.0
3752,1400634,354,304,11,770,4,1,1,2,411,28.0,86781,48,1,2.0,1.0,1.0
5943,1379093,484,454,16,590,4,1,1,1,411,47.0,92430,31,1,1.0,1.0,0.0
6148,325341,375,365,13,580,4,1,1,1,411,28.0,134922,73,1,2.0,0.0,0.0
7307,1400203,359,334,12,480,4,1,1,1,411,46.0,113652,48,2,1.5,1.0,0.5
7439,1402335,343,334,12,470,4,1,1,1,411,8.0,42684,42,1,1.0,1.0,0.0
11811,1378425,486,485,17,170,4,1,1,1,411,28.0,82063,37,1,1.0,1.0,0.0
9517,1407587,315,304,11,280,4,1,1,2,411,48.0,113652,32,2,1.0,1.0,0.0
7337,1388286,436,426,15,470,4,1,1,1,411,28.0,113652,53,1,2.0,0.0,0.0
914,1374695,506,485,17,1240,4,1,1,1,411,18.0,96885,43,2,2.0,1.0,1.0
1683,1385832,451,426,15,1050,4,1,1,1,411,28.0,158122,40,2,2.0,1.0,1.0
1457,1380820,476,454,16,1090,4,1,1,1,411,28.0,193541,34,2,2.0,1.0,0.0
7143,1399388,365,365,13,490,4,1,1,1,411,9.0,113349,44,2,2.0,0.0,0.0
5098,1391287,415,395,14,660,4,1,1,1,411,39.0,113652,32,2,1.5,1.0,0.0
2069,1376318,498,485,17,990,4,1,1,1,411,29.0,52709,28,2,3.0,0.0,0.0
4439,1389244,430,395,14,710,4,1,1,1,411,10.0,38693,32,2,2.0,1.0,0.5
10061,1397237,378,365,13,250,4,1,1,1,411,36.0,113652,38,1,1.0,1.0,0.0
11110,1385875,451,426,15,210,4,1,1,1,411,15.0,36830,34,2,1.0,1.0,0.0
7917,1405309,324,304,11,420,4,1,1,2,411,41.0,23841,29,2,1.0,1.0,1.0
2444,1391101,415,395,14,920,4,1,1,1,411,8.0,113652,40,1,2.0,1.0,1.0
9239,1377442,492,485,17,290,4,1,1,1,411,19.0,75494,73,1,1.0,0.0,0.0
9870,1379432,480,454,16,260,4,1,1,1,411,28.0,83683,37,2,2.0,1.0,0.0
11862,1414636,308,304,11,170,4,1,1,2,411,27.0,32390,20,1,1.0,1.0,0.0
7092,1395777,387,365,13,500,4,1,1,1,411,29.0,118376,35,2,1.0,0.0,0.0
7976,1418859,304,304,11,410,4,1,1,2,411,8.0,63892,21,1,1.0,1.0,0.0
8376,1405100,324,304,11,370,4,1,1,2,411,11.0,125263,36,2,2.0,0.0,0.0
9641,1401722,347,334,12,270,4,1,1,1,411,28.0,199938,35,1,1.0,1.0,0.0
248,1382112,471,454,16,1700,4,1,1,1,411,9.0,54736,36,1,4.0,0.0,1.0
10311,1400581,357,304,11,240,4,1,1,2,411,3.0,113652,28,2,1.0,0.0,0.0
3881,1417022,307,304,11,760,4,1,1,2,411,28.0,130790,23,1,3.0,1.0,1.0
7615,1388752,434,426,15,450,4,1,1,1,411,23.0,43865,35,1,1.0,0.0,0.0
4262,883425,445,334,12,720,4,1,1,1,411,28.0,139485,56,1,1.0,0.0,0.0
8055,1391447,414,395,14,400,4,1,1,1,411,28.0,76492,28,2,2.0,1.0,0.0
9861,1376985,494,304,11,260,4,1,1,2,411,28.0,101322,40,1,1.0,1.0,0.0
562,1377579,492,485,17,1430,4,1,1,1,411,15.0,113652,34,2,4.0,0.0,1.0
2507,1387014,444,426,15,920,4,1,1,1,411,28.0,131619,44,2,2.0,1.0,1.0
1718,1383491,463,426,15,1050,4,1,1,1,411,15.0,82343,31,1,2.0,1.0,1.0
812,1398270,372,365,13,1290,4,1,1,1,411,3.0,33730,30,1,4.0,0.0,1.0
8517,1389210,430,426,15,350,4,1,1,1,411,21.0,113652,38,1,1.0,0.0,0.0
6836,167869,389,365,13,520,4,1,1,1,411,28.0,150285,64,1,1.0,0.0,0.0
9974,1387814,438,395,14,260,4,1,1,1,411,9.0,106042,37,2,1.0,0.5,0.0
5365,1384868,456,454,16,640,4,1,1,1,411,29.0,47213,47,2,2.0,0.0,0.0
6810,1407267,316,304,11,520,4,1,1,2,411,38.0,60491,33,1,3.0,0.0,0.0
11336,1394966,393,365,13,190,4,1,1,1,411,28.0,101216,50,2,1.0,1.0,0.0
2586,1390925,416,395,14,910,4,1,1,1,411,25.0,39883,28,2,2.0,1.0,1.0
811,1395491,388,365,13,1290,4,1,1,1,411,28.0,113652,30,1,4.0,0.0,1.0
856,1378625,486,485,17,1270,4,1,1,1,411,28.0,99266,36,1,2.0,0.0,1.0
